VID,BID,file_type,org_filename,new_filename,folder_name
11,570528,jpg,11_11.jpg,13-08-24-0010-0000-0120.00570528.jpg,082413,"SKETCH IMPORT"
12,570529,jpg,12_12.jpg,13-08-24-0010-0000-0130.00570529.jpg,082413,"SKETCH IMPORT"
15,570530,jpg,15_15.jpg,13-08-24-0010-0000-0160.00570530.jpg,082413,"SKETCH IMPORT"
16,570531,jpg,16_16.jpg,13-08-24-0010-0000-0170.00570531.jpg,082413,"SKETCH IMPORT"
18,570532,jpg,18_18.jpg,13-08-24-0010-0000-0210.00570532.jpg,082413,"SKETCH IMPORT"
22,570533,jpg,22_22.jpg,13-08-24-0010-0000-0250.00570533.jpg,082413,"SKETCH IMPORT"
23,570534,jpg,23_23.jpg,13-08-24-0010-0000-0260.00570534.jpg,082413,"SKETCH IMPORT"
24,570535,jpg,24_24.jpg,13-08-24-0010-0000-0270.00570535.jpg,082413,"SKETCH IMPORT"
25,570536,jpg,25_211363.jpg,13-08-24-0010-0000-0280.00570536.jpg,082413,"SKETCH IMPORT"
2,570537,jpg,2_2.jpg,13-08-24-0010-0000-0020.00570537.jpg,082413,"SKETCH IMPORT"
30,570538,jpg,30_30.jpg,13-08-24-0010-0000-0330.00570538.jpg,082413,"SKETCH IMPORT"
31,570539,jpg,31_31.jpg,13-08-24-0010-0000-0340.00570539.jpg,082413,"SKETCH IMPORT"
35,570540,jpg,35_35.jpg,48-09-27-0013-0010-0011.00570540.jpg,092748,"SKETCH IMPORT"
37,570541,jpg,37_37.jpg,48-09-27-0013-0010-0013.00570541.jpg,092748,"SKETCH IMPORT"
38,570542,jpg,38_38.jpg,48-09-27-0013-0010-0014.00570542.jpg,092748,"SKETCH IMPORT"
3,570543,jpg,3_3.jpg,13-08-24-0010-0000-0030.00570543.jpg,082413,"SKETCH IMPORT"
41,570544,jpg,41_41.jpg,48-09-27-0013-0010-0040.00570544.jpg,092748,"SKETCH IMPORT"
42,570545,jpg,42_42.jpg,48-09-27-0013-0010-0041.00570545.jpg,092748,"SKETCH IMPORT"
47,570546,jpg,47_47.jpg,48-09-27-0013-0010-0072.00570546.jpg,092748,"SKETCH IMPORT"
4,570547,jpg,4_4.jpg,13-08-24-0010-0000-0040.00570547.jpg,082413,"SKETCH IMPORT"
53,570548,jpg,53_53.jpg,48-09-27-0013-0010-0120.00570548.jpg,092748,"SKETCH IMPORT"
59,570549,jpg,59_200018.jpg,48-09-27-0013-0010-0170.00570549.jpg,092748,"SKETCH IMPORT"
59,570550,jpg,59_200019.jpg,48-09-27-0013-0010-0170.00570550.jpg,092748,"SKETCH IMPORT"
59,570551,jpg,59_59.jpg,48-09-27-0013-0010-0170.00570551.jpg,092748,"SKETCH IMPORT"
63,570552,jpg,63_63.jpg,48-09-27-0013-0010-0190.00570552.jpg,092748,"SKETCH IMPORT"
6,570553,jpg,6_6.jpg,13-08-24-0010-0000-0060.00570553.jpg,082413,"SKETCH IMPORT"
8,570554,jpg,8_8.jpg,13-08-24-0010-0000-0090.00570554.jpg,082413,"SKETCH IMPORT"
