VID,BID,file_type,org_filename,new_filename,folder_name
1002,1002,jpg,1002_1002.jpg,01-10-26-0250-0350-0060.S.570528.jpg,102601
1005,1005,jpg,1005_1005.jpg,01-10-26-0250-0360-0040.S.570529.jpg,102601
1007,1007,jpg,1007_1007.jpg,01-10-26-0250-0360-0080.S.570530.jpg,102601
1008,1008,jpg,1008_1008.jpg,01-10-26-0250-0360-0100.S.570531.jpg,102601
1009,1009,jpg,1009_1009.jpg,01-10-26-0250-0370-0010.S.570532.jpg,102601
1010,1010,jpg,1010_1010.jpg,01-10-26-0250-0370-0040.S.570533.jpg,102601
1013,1013,jpg,1013_1013.jpg,01-10-26-0250-0380-0020.S.570534.jpg,102601
1017,1017,jpg,1017_1017.jpg,01-10-26-0250-0390-0040.S.570535.jpg,102601
1026,1026,jpg,1026_1026.jpg,36-12-27-0270-0010-0000.S.570536.jpg,122736
1029,1029,jpg,1029_1029.jpg,36-12-27-0270-0050-0020.S.570537.jpg,122736
1030,1030,jpg,1030_1030.jpg,36-12-27-0270-0050-0030.S.570538.jpg,122736
1036,1036,jpg,1036_1036.jpg,36-12-27-0270-0060-0050.S.570539.jpg,122736
103,103,jpg,103_103.jpg,49-09-27-0014-5220-0030.S.570540.jpg,092749
1054,1054,jpg,1054_1054.jpg,36-12-27-0270-0130-0020.S.570541.jpg,122736
1055,1055,jpg,1055_1055.jpg,36-12-27-0270-0130-0030.S.570542.jpg,122736
1068,1068,jpg,1068_1068.jpg,36-12-27-0270-0140-0040.S.570543.jpg,122736
1075,1075,jpg,1075_1075.jpg,39-11-26-0300-0000-0110.S.570544.jpg,112639
110,110,jpg,110_110.jpg,49-09-27-0015-0000-0040.S.570545.jpg,092749
113,113,jpg,113_113.jpg,49-09-27-0015-0000-0070.S.570546.jpg,092749
114,114,jpg,114_114.jpg,49-09-27-0015-0000-0071.S.570547.jpg,092749
115,211403,jpg,115_211403.jpg,49-09-27-0015-0000-0080.S.570548.jpg,092749
117,117,jpg,117_117.jpg,49-09-27-0015-0000-0100.S.570549.jpg,092749
11,11,jpg,11_11.jpg,13-08-24-0010-0000-0120.S.570550.jpg,082413
122,122,jpg,122_122.jpg,49-09-27-0015-0000-0130.S.570551.jpg,092749
124,124,jpg,124_124.jpg,49-09-27-0015-0000-0150.S.570552.jpg,092749
125,125,jpg,125_125.jpg,49-09-27-0015-0000-0160.S.570553.jpg,092749
126,126,jpg,126_126.jpg,49-09-27-0015-0000-0161.S.570554.jpg,092749
129,211158,jpg,129_211158.jpg,49-09-27-0015-0000-0172.S.570555.jpg,092749
12,12,jpg,12_12.jpg,13-08-24-0010-0000-0130.S.570556.jpg,082413
130,130,jpg,130_130.jpg,49-09-27-0015-0000-0180.S.570557.jpg,092749
1326,1326,jpg,1326_1326.jpg,09-10-24-0351-0000-0001.S.570558.jpg,102409
1331,1331,jpg,1331_1331.jpg,09-10-24-0351-0020-0020.S.570559.jpg,102409
1333,1333,jpg,1333_1333.jpg,09-10-24-0351-0020-0040.S.570560.jpg,102409
134,134,jpg,134_134.jpg,49-09-27-0015-0000-0200.S.570561.jpg,092749
135,135,jpg,135_135.jpg,49-09-27-0015-0000-0201.S.570562.jpg,092749
1366,1366,jpg,1366_1366.jpg,09-10-24-0351-0050-0030.S.570563.jpg,102409
1367,1367,jpg,1367_1367.jpg,09-10-24-0351-0050-0040.S.570564.jpg,102409
136,136,jpg,136_136.jpg,49-09-27-0015-0000-0210.S.570565.jpg,092749
1372,1372,jpg,1372_1372.jpg,09-10-24-0351-0050-0090.S.570566.jpg,102409
1373,1373,jpg,1373_1373.jpg,09-10-24-0351-0050-0100.S.570567.jpg,102409
1373,200133,jpg,1373_200133.jpg,09-10-24-0351-0050-0100.S.570568.jpg,102409
1373,200134,jpg,1373_200134.jpg,09-10-24-0351-0050-0100.S.570569.jpg,102409
138,138,jpg,138_138.jpg,49-09-27-0015-0000-0212.S.570570.jpg,092749
139,139,jpg,139_139.jpg,49-09-27-0015-0000-0220.S.570571.jpg,092749
140,140,jpg,140_140.jpg,49-09-27-0015-0000-0221.S.570572.jpg,092749
141,141,jpg,141_141.jpg,49-09-27-0015-0000-0230.S.570573.jpg,092749
1436,1436,jpg,1436_1436.jpg,09-10-24-0351-0120-0060.S.570574.jpg,102409
143,143,jpg,143_143.jpg,49-09-27-0015-0000-0251.S.570575.jpg,092749
144,144,jpg,144_144.jpg,49-09-27-0015-0000-0252.S.570576.jpg,092749
1452,1452,jpg,1452_1452.jpg,39-11-26-0380-0010-0030.S.570577.jpg,112639
1453,211179,jpg,1453_211179.jpg,39-11-26-0380-0010-0040.S.570578.jpg,112639
